ENTIDAD,MUNICIPIO,CODIGO,ID_ESTRATO,H001A
14,0,236221.0,3.0,5170.0
14,0,236221.0,4.0,4349.0
14,0,236222.0,,60.0
14,0,236222.0,99.0,60.0
14,0,237.0,,12746.0
14,0,237.0,1.0,575.0
14,0,237.0,2.0,3466.0
14,0,237.0,3.0,4733.0
14,0,237.0,4.0,3972.0
14,0,2371.0,,3179.0
14,0,2371.0,99.0,3179.0
14,0,23711.0,,747.0
14,0,23711.0,1.0,99.0
14,0,23711.0,2.0,363.0
14,0,23711.0,3.0,285.0
14,0,237111.0,,612.0
14,0,237111.0,99.0,612.0
14,0,237112.0,,111.0
14,0,237112.0,99.0,111.0
14,0,237113.0,,24.0
14,0,237113.0,1.0,24.0
14,0,23712.0,,1129.0
14,0,23712.0,99.0,1129.0
14,0,237121.0,,
14,0,237121.0,99.0,
14,0,237122.0,,
14,0,237122.0,99.0,
14,0,23713.0,,1303.0
14,0,23713.0,1.0,104.0
14,0,23713.0,2.0,577.0
14,0,23713.0,3.0,622.0
14,0,237131.0,,1142.0
14,0,237131.0,1.0,86.0
14,0,237131.0,2.0,434.0
14,0,237131.0,3.0,622.0
14,0,237132.0,,
14,0,237132.0,99.0,
14,0,237133.0,,
14,0,237133.0,99.0,
14,0,2372.0,,4354.0
14,0,2372.0,99.0,4354.0
14,0,23721.0,,4354.0
14,0,23721.0,1.0,152.0
14,0,23721.0,2.0,1363.0
14,0,23721.0,3.0,1273.0
14,0,23721.0,4.0,1566.0
14,0,237211.0,,
14,0,237211.0,99.0,
14,0,237212.0,,4207.0
14,0,237212.0,1.0,142.0
14,0,237212.0,2.0,1320.0
14,0,237212.0,3.0,1179.0
14,0,237212.0,4.0,1566.0
14,0,237213.0,,
14,0,237213.0,99.0,
14,0,2373.0,,4024.0
14,0,2373.0,99.0,4024.0
14,0,23731.0,,4024.0
14,0,23731.0,99.0,4024.0
14,0,237311.0,,
14,0,237311.0,99.0,
14,0,237312.0,,
14,0,237312.0,99.0,
14,0,2379.0,,1189.0
14,0,2379.0,1.0,28.0
14,0,2379.0,2.0,340.0
14,0,2379.0,3.0,821.0
14,0,23799.0,,1189.0
14,0,23799.0,1.0,28.0
14,0,23799.0,2.0,340.0
14,0,23799.0,3.0,821.0
14,0,237991.0,,
14,0,237991.0,99.0,
14,0,237992.0,,
14,0,237992.0,99.0,
14,0,237993.0,,1047.0
14,0,237993.0,99.0,1047.0
14,0,237994.0,,73.0
14,0,237994.0,99.0,73.0
14,0,238.0,,8309.0
14,0,238.0,1.0,1293.0
14,0,238.0,2.0,2964.0
14,0,238.0,3.0,2355.0
14,0,238.0,4.0,1697.0
14,0,2381.0,,2783.0
14,0,2381.0,99.0,2783.0
14,0,23811.0,,919.0
14,0,23811.0,99.0,919.0
14,0,238110.0,,919.0
14,0,238110.0,99.0,919.0
14,0,23812.0,,1362.0
14,0,23812.0,99.0,1362.0
14,0,238121.0,,357.0
14,0,238121.0,99.0,357.0
14,0,238122.0,,1005.0
14,0,238122.0,99.0,1005.0
14,0,23813.0,,88.0
14,0,23813.0,99.0,88.0
14,0,238130.0,,88.0
14,0,238130.0,99.0,88.0
14,0,23819.0,,414.0
14,0,23819.0,1.0,192.0
14,0,23819.0,2.0,222.0
14,0,238190.0,,414.0
14,0,238190.0,1.0,192.0
14,0,238190.0,2.0,222.0
14,0,2382.0,,3002.0
14,0,2382.0,99.0,3002.0
14,0,23821.0,,1829.0
14,0,23821.0,1.0,416.0
14,0,23821.0,2.0,1133.0
14,0,23821.0,3.0,280.0
14,0,238210.0,,1829.0
14,0,238210.0,1.0,416.0
14,0,238210.0,2.0,1133.0
14,0,238210.0,3.0,280.0
14,0,23822.0,,965.0
14,0,23822.0,99.0,965.0
14,0,238221.0,,735.0
14,0,238221.0,99.0,735.0
14,0,238222.0,,230.0
14,0,238222.0,1.0,71.0
14,0,238222.0,2.0,159.0
14,0,23829.0,,208.0
14,0,23829.0,99.0,208.0
14,0,238290.0,,208.0
14,0,238290.0,99.0,208.0
14,0,2383.0,,803.0
14,0,2383.0,99.0,803.0
14,0,23831.0,,258.0
14,0,23831.0,1.0,58.0
14,0,23831.0,2.0,200.0
14,0,238311.0,,209.0
14,0,238311.0,1.0,54.0
14,0,238311.0,2.0,155.0
14,0,238312.0,,49.0
14,0,238312.0,99.0,49.0
14,0,23832.0,,220.0
14,0,23832.0,1.0,63.0
14,0,23832.0,2.0,157.0
14,0,238320.0,,220.0
14,0,238320.0,1.0,63.0
14,0,238320.0,2.0,157.0
14,0,23833.0,,12.0
14,0,23833.0,1.0,12.0
14,0,238330.0,,12.0
14,0,238330.0,1.0,12.0
14,0,23834.0,,66.0
14,0,23834.0,99.0,66.0
14,0,238340.0,,66.0
14,0,238340.0,99.0,66.0
14,0,23835.0,,50.0
14,0,23835.0,1.0,50.0
14,0,238350.0,,50.0
14,0,238350.0,1.0,50.0
14,0,23839.0,,197.0
14,0,23839.0,99.0,197.0
14,0,238390.0,,197.0
14,0,238390.0,99.0,197.0
14,0,2389.0,,1721.0
14,0,2389.0,99.0,1721.0
14,0,23891.0,,271.0
14,0,23891.0,1.0,36.0
14,0,23891.0,2.0,235.0
14,0,238910.0,,271.0
14,0,238910.0,1.0,36.0
14,0,238910.0,2.0,235.0
14,0,23899.0,,1450.0
14,0,23899.0,99.0,1450.0
14,0,238990.0,,1450.0
14,0,238990.0,99.0,1450.0
14,0,311.0,,112622.0
14,0,311.0,1.0,31375.0
14,0,311.0,2.0,10437.0
14,0,311.0,3.0,17689.0
14,0,311.0,4.0,53121.0
14,0,3111.0,,7201.0
14,0,3111.0,1.0,376.0
14,0,3111.0,2.0,1291.0
14,0,3111.0,3.0,3267.0
14,0,3111.0,4.0,2267.0
14,0,31111.0,,7201.0
14,0,31111.0,1.0,376.0
14,0,31111.0,2.0,1291.0
14,0,31111.0,3.0,3267.0
14,0,31111.0,4.0,2267.0
14,0,311110.0,,7201.0
14,0,311110.0,1.0,376.0
14,0,311110.0,2.0,1291.0
14,0,311110.0,3.0,3267.0
14,0,311110.0,4.0,2267.0
14,0,3112.0,,9937.0
14,0,3112.0,1.0,158.0
14,0,3112.0,2.0,411.0
14,0,3112.0,3.0,2232.0
14,0,3112.0,4.0,7136.0
14,0,31121.0,,1591.0
14,0,31121.0,99.0,1591.0
14,0,311212.0,,765.0
14,0,311212.0,99.0,765.0
14,0,311213.0,,647.0
14,0,311213.0,99.0,647.0
14,0,311214.0,,179.0
14,0,311214.0,99.0,179.0
14,0,31122.0,,6185.0
14,0,31122.0,1.0,46.0
14,0,31122.0,2.0,104.0
14,0,31122.0,3.0,925.0
14,0,31122.0,4.0,5110.0
14,0,311221.0,,1408.0
14,0,311221.0,99.0,1408.0
14,0,311222.0,,4777.0
14,0,311222.0,1.0,45.0
14,0,311222.0,2.0,92.0
14,0,311222.0,3.0,925.0
14,0,311222.0,4.0,3715.0
14,0,31123.0,,2161.0
14,0,31123.0,99.0,2161.0
14,0,311230.0,,2161.0
14,0,311230.0,99.0,2161.0
14,0,3113.0,,17329.0
14,0,3113.0,1.0,1121.0
14,0,3113.0,2.0,1347.0
14,0,3113.0,3.0,2830.0
14,0,3113.0,4.0,12031.0
14,0,31131.0,,3314.0
14,0,31131.0,99.0,3314.0
14,0,311311.0,,
14,0,311311.0,99.0,
14,0,311319.0,,
14,0,311319.0,99.0,
14,0,31134.0,,10251.0
14,0,31134.0,1.0,1071.0
14,0,31134.0,2.0,1163.0
14,0,31134.0,3.0,2200.0
14,0,31134.0,4.0,5817.0
14,0,311340.0,,10251.0
14,0,311340.0,1.0,1071.0
14,0,311340.0,2.0,1163.0
14,0,311340.0,3.0,2200.0
14,0,311340.0,4.0,5817.0
14,0,31135.0,,3764.0
14,0,31135.0,1.0,43.0
14,0,31135.0,2.0,184.0
14,0,31135.0,3.0,438.0
14,0,31135.0,4.0,3099.0
14,0,311350.0,,3764.0
14,0,311350.0,1.0,43.0
14,0,311350.0,2.0,184.0
14,0,311350.0,3.0,438.0
14,0,311350.0,4.0,3099.0
14,0,3114.0,,3544.0
14,0,3114.0,1.0,218.0
14,0,3114.0,2.0,508.0
14,0,3114.0,3.0,933.0
14,0,3114.0,4.0,1885.0
14,0,31141.0,,27.0
14,0,31141.0,99.0,27.0
14,0,311411.0,,27.0
14,0,311411.0,99.0,27.0
14,0,31142.0,,3517.0
14,0,31142.0,1.0,210.0
14,0,31142.0,2.0,489.0
14,0,31142.0,3.0,933.0
14,0,31142.0,4.0,1885.0
14,0,311421.0,,182.0
14,0,311421.0,99.0,182.0
14,0,311422.0,,2002.0
14,0,311422.0,99.0,2002.0
14,0,311423.0,,1333.0
14,0,311423.0,99.0,1333.0
14,0,3115.0,,19521.0
14,0,3115.0,1.0,4712.0
14,0,3115.0,2.0,1221.0
14,0,3115.0,3.0,2951.0
14,0,3115.0,4.0,10637.0
14,0,31151.0,,15579.0
14,0,31151.0,1.0,1341.0
14,0,31151.0,2.0,906.0
14,0,31151.0,3.0,2695.0
14,0,31151.0,4.0,10637.0
14,0,311511.0,,9245.0
14,0,311511.0,99.0,9245.0
14,0,311512.0,,1901.0
14,0,311512.0,99.0,1901.0
14,0,311513.0,,4433.0
14,0,311513.0,99.0,4433.0
14,0,31152.0,,3942.0
14,0,31152.0,99.0,3942.0
14,0,311520.0,,3942.0
14,0,311520.0,99.0,3942.0
14,0,3116.0,,14283.0
14,0,3116.0,1.0,698.0
14,0,3116.0,2.0,1146.0
14,0,3116.0,3.0,1307.0
14,0,3116.0,4.0,11132.0
14,0,31161.0,,14283.0
14,0,31161.0,1.0,698.0
14,0,31161.0,2.0,1146.0
14,0,31161.0,3.0,1307.0
14,0,31161.0,4.0,11132.0
14,0,311611.0,,3052.0
14,0,311611.0,99.0,3052.0
14,0,311612.0,,2641.0
14,0,311612.0,99.0,2641.0
14,0,311613.0,,8519.0
14,0,311613.0,1.0,146.0
14,0,311613.0,2.0,379.0
14,0,311613.0,3.0,283.0
14,0,311613.0,4.0,7711.0
14,0,311614.0,,71.0
14,0,311614.0,99.0,71.0
14,0,3117.0,,106.0
14,0,3117.0,1.0,26.0
14,0,3117.0,2.0,80.0
14,0,31171.0,,106.0
14,0,31171.0,1.0,26.0
14,0,31171.0,2.0,80.0
14,0,311710.0,,106.0
14,0,311710.0,1.0,26.0
14,0,311710.0,2.0,80.0
14,0,3118.0,,31131.0
14,0,3118.0,1.0,21691.0
14,0,3118.0,2.0,2984.0
14,0,3118.0,3.0,1503.0
14,0,3118.0,4.0,4953.0
14,0,31181.0,,16102.0
14,0,31181.0,1.0,8632.0
14,0,31181.0,2.0,2167.0
14,0,31181.0,3.0,1296.0
14,0,31181.0,4.0,4007.0
14,0,311811.0,,2912.0
14,0,311811.0,99.0,2912.0
14,0,311812.0,,12465.0
14,0,311812.0,1.0,8058.0
14,0,311812.0,2.0,2014.0
14,0,311812.0,3.0,1005.0
14,0,311812.0,4.0,1388.0
14,0,311813.0,,725.0
14,0,311813.0,1.0,572.0
14,0,311813.0,2.0,153.0
14,0,31182.0,,1429.0
14,0,31182.0,99.0,1429.0
14,0,311820.0,,1429.0
14,0,311820.0,99.0,1429.0
14,0,31183.0,,13600.0
14,0,31183.0,1.0,12903.0
14,0,31183.0,2.0,697.0
14,0,311830.0,,13600.0
14,0,311830.0,1.0,12903.0
14,0,311830.0,2.0,697.0
14,0,3119.0,,9570.0
14,0,3119.0,1.0,2375.0
14,0,3119.0,2.0,1449.0
14,0,3119.0,3.0,2666.0
14,0,3119.0,4.0,3080.0
14,0,31191.0,,5945.0
14,0,31191.0,1.0,2019.0
14,0,31191.0,2.0,746.0
14,0,31191.0,3.0,1499.0
14,0,31191.0,4.0,1681.0
14,0,311910.0,,5945.0
14,0,311910.0,1.0,2019.0
14,0,311910.0,2.0,746.0
14,0,311910.0,3.0,1499.0
14,0,311910.0,4.0,1681.0
14,0,31192.0,,309.0
14,0,31192.0,99.0,309.0
14,0,311921.0,,
14,0,311921.0,99.0,
14,0,311922.0,,269.0
14,0,311922.0,99.0,269.0
14,0,311923.0,,
14,0,311923.0,99.0,
14,0,311924.0,,
14,0,311924.0,99.0,
14,0,31193.0,,505.0
14,0,31193.0,99.0,505.0
14,0,311930.0,,505.0
14,0,311930.0,99.0,505.0
14,0,31194.0,,1454.0
14,0,31194.0,99.0,1454.0
14,0,311940.0,,1454.0
14,0,311940.0,99.0,1454.0
14,0,31199.0,,1357.0
14,0,31199.0,99.0,1357.0
14,0,311992.0,,
14,0,311992.0,99.0,
14,0,311993.0,,
14,0,311993.0,99.0,
14,0,311999.0,,1093.0
14,0,311999.0,99.0,1093.0
14,0,312.0,,21436.0
14,0,312.0,1.0,4855.0
14,0,312.0,2.0,2745.0
14,0,312.0,3.0,5640.0
14,0,312.0,4.0,8196.0
14,0,3121.0,,20667.0
14,0,3121.0,1.0,4851.0
14,0,3121.0,2.0,2745.0
14,0,3121.0,3.0,5572.0
14,0,3121.0,4.0,7499.0
14,0,31211.0,,10940.0
14,0,31211.0,1.0,4475.0
14,0,31211.0,2.0,1445.0
14,0,31211.0,3.0,1365.0
14,0,31211.0,4.0,3655.0
14,0,312111.0,,4664.0
14,0,312111.0,1.0,43.0
14,0,312111.0,2.0,245.0
14,0,312111.0,3.0,721.0
14,0,312111.0,4.0,3655.0
14,0,312112.0,,5338.0
14,0,312112.0,1.0,4213.0
14,0,312112.0,2.0,715.0
14,0,312112.0,3.0,410.0
14,0,312113.0,,938.0
14,0,312113.0,99.0,938.0
14,0,31212.0,,
14,0,31212.0,99.0,
14,0,312120.0,,
14,0,312120.0,99.0,
14,0,31213.0,,
14,0,31213.0,99.0,
14,0,312132.0,,
14,0,312132.0,99.0,
14,0,312139.0,,
14,0,312139.0,99.0,
14,0,31214.0,,8488.0
14,0,31214.0,1.0,332.0
14,0,31214.0,2.0,1300.0
14,0,31214.0,3.0,3895.0
14,0,31214.0,4.0,2961.0
14,0,312141.0,,
14,0,312141.0,99.0,
14,0,312142.0,,8397.0
14,0,312142.0,1.0,272.0
14,0,312142.0,2.0,1269.0
14,0,312142.0,3.0,3895.0
14,0,312142.0,4.0,2961.0
14,0,312149.0,,
14,0,312149.0,99.0,
14,0,3122.0,,769.0
14,0,3122.0,99.0,769.0
14,0,31222.0,,769.0
14,0,31222.0,99.0,769.0
14,0,312221.0,,
14,0,312221.0,99.0,
14,0,312222.0,,
14,0,312222.0,99.0,
14,0,313.0,,2223.0
14,0,313.0,99.0,2223.0
14,0,3131.0,,575.0
14,0,3131.0,99.0,575.0
14,0,31311.0,,575.0
14,0,31311.0,99.0,575.0
14,0,313111.0,,274.0
14,0,313111.0,1.0,119.0
14,0,313111.0,2.0,155.0
14,0,313112.0,,
14,0,313112.0,99.0,
14,0,313113.0,,
14,0,313113.0,99.0,
14,0,3132.0,,1316.0
14,0,3132.0,99.0,1316.0
14,0,31321.0,,633.0
14,0,31321.0,99.0,633.0
14,0,313210.0,,633.0
14,0,313210.0,99.0,633.0
14,0,31322.0,,434.0
14,0,31322.0,99.0,434.0
14,0,313220.0,,434.0
14,0,313220.0,99.0,434.0
14,0,31323.0,,221.0
14,0,31323.0,99.0,221.0
14,0,313230.0,,221.0
14,0,313230.0,99.0,221.0
14,0,31324.0,,28.0
14,0,31324.0,1.0,28.0
14,0,313240.0,,28.0
14,0,313240.0,1.0,28.0
14,0,3133.0,,332.0
14,0,3133.0,99.0,332.0
14,0,31331.0,,14.0
14,0,31331.0,1.0,14.0
14,0,313310.0,,14.0
14,0,313310.0,1.0,14.0
14,0,31332.0,,318.0
14,0,31332.0,99.0,318.0
14,0,313320.0,,318.0
14,0,313320.0,99.0,318.0
14,0,314.0,,3795.0
14,0,314.0,99.0,3795.0
14,0,3141.0,,1049.0
14,0,3141.0,1.0,422.0
14,0,3141.0,2.0,296.0
14,0,3141.0,3.0,331.0
14,0,31411.0,,28.0
14,0,31411.0,99.0,28.0
14,0,314110.0,,28.0
14,0,314110.0,99.0,28.0
14,0,31412.0,,1021.0
14,0,31412.0,1.0,421.0
14,0,31412.0,2.0,269.0
14,0,31412.0,3.0,331.0
14,0,314120.0,,1021.0
14,0,314120.0,1.0,421.0
14,0,314120.0,2.0,269.0
14,0,314120.0,3.0,331.0
14,0,3149.0,,2746.0
14,0,3149.0,99.0,2746.0
14,0,31491.0,,997.0
14,0,31491.0,99.0,997.0
14,0,314911.0,,536.0
14,0,314911.0,99.0,536.0
14,0,314912.0,,461.0
14,0,314912.0,99.0,461.0
14,0,31499.0,,1749.0
14,0,31499.0,1.0,801.0
14,0,31499.0,2.0,478.0
14,0,31499.0,3.0,470.0
14,0,314991.0,,993.0
14,0,314991.0,1.0,687.0
14,0,314991.0,2.0,306.0
14,0,314992.0,,594.0
14,0,314992.0,1.0,68.0
14,0,314992.0,2.0,56.0
14,0,314992.0,3.0,470.0
14,0,314993.0,,93.0
14,0,314993.0,99.0,93.0
14,0,314999.0,,69.0
14,0,314999.0,99.0,69.0
14,0,315.0,,13724.0
14,0,315.0,1.0,5184.0
14,0,315.0,2.0,4508.0
14,0,315.0,3.0,2726.0
14,0,315.0,4.0,1306.0
14,0,3151.0,,1393.0
14,0,3151.0,1.0,361.0
14,0,3151.0,2.0,482.0
14,0,3151.0,3.0,550.0
14,0,31511.0,,621.0
14,0,31511.0,99.0,621.0
14,0,315110.0,,621.0
14,0,315110.0,99.0,621.0
14,0,31519.0,,772.0
14,0,31519.0,99.0,772.0
14,0,315191.0,,
14,0,315191.0,99.0,
14,0,315192.0,,
14,0,315192.0,99.0,
14,0,3152.0,,10906.0
14,0,3152.0,99.0,10906.0
14,0,31521.0,,36.0
14,0,31521.0,99.0,36.0
14,0,315210.0,,36.0
14,0,315210.0,99.0,36.0
14,0,31522.0,,10870.0
14,0,31522.0,99.0,10870.0
14,0,315221.0,,663.0
14,0,315221.0,99.0,663.0
14,0,315222.0,,193.0
14,0,315222.0,99.0,193.0
14,0,315223.0,,1979.0
14,0,315223.0,1.0,710.0
14,0,315223.0,2.0,595.0
14,0,315223.0,3.0,674.0
14,0,315224.0,,217.0
14,0,315224.0,99.0,217.0
14,0,315225.0,,920.0
14,0,315225.0,1.0,801.0
14,0,315225.0,2.0,119.0
14,0,315229.0,,6898.0
14,0,315229.0,99.0,6898.0
14,0,3159.0,,1425.0
14,0,3159.0,99.0,1425.0
14,0,31599.0,,1425.0
14,0,31599.0,99.0,1425.0
14,0,315991.0,,125.0
14,0,315991.0,1.0,38.0
14,0,315991.0,2.0,87.0
14,0,315999.0,,1300.0
14,0,315999.0,99.0,1300.0
14,0,316.0,,18548.0
14,0,316.0,1.0,3054.0
14,0,316.0,2.0,4967.0
14,0,316.0,3.0,4454.0
14,0,316.0,4.0,6073.0
14,0,3161.0,,623.0
14,0,3161.0,1.0,326.0
14,0,3161.0,2.0,297.0
14,0,31611.0,,623.0
14,0,31611.0,1.0,326.0
14,0,31611.0,2.0,297.0
14,0,316110.0,,623.0
14,0,316110.0,1.0,326.0
14,0,316110.0,2.0,297.0
14,0,3162.0,,15440.0
14,0,3162.0,1.0,1731.0
14,0,3162.0,2.0,3697.0
14,0,3162.0,3.0,3939.0
14,0,3162.0,4.0,6073.0
14,0,31621.0,,15440.0
14,0,31621.0,1.0,1731.0
14,0,31621.0,2.0,3697.0
14,0,31621.0,3.0,3939.0
14,0,31621.0,4.0,6073.0
14,0,316211.0,,8642.0
14,0,316211.0,1.0,712.0
14,0,316211.0,2.0,1636.0
14,0,316211.0,3.0,2509.0
14,0,316211.0,4.0,3785.0
14,0,316212.0,,1150.0
14,0,316212.0,99.0,1150.0
14,0,316213.0,,3549.0
14,0,316213.0,99.0,3549.0
14,0,316214.0,,1168.0
14,0,316214.0,99.0,1168.0
14,0,316219.0,,931.0
14,0,316219.0,1.0,236.0
14,0,316219.0,2.0,105.0
14,0,316219.0,3.0,590.0
14,0,3169.0,,2485.0
14,0,3169.0,1.0,997.0
14,0,3169.0,2.0,973.0
14,0,3169.0,3.0,515.0
14,0,31699.0,,2485.0
14,0,31699.0,1.0,997.0
14,0,31699.0,2.0,973.0
14,0,31699.0,3.0,515.0
14,0,316991.0,,765.0
14,0,316991.0,99.0,765.0
14,0,316999.0,,1720.0
14,0,316999.0,1.0,696.0
14,0,316999.0,2.0,630.0
14,0,316999.0,3.0,394.0
14,0,321.0,,8355.0
14,0,321.0,99.0,8355.0
14,0,3211.0,,443.0
14,0,3211.0,1.0,178.0
14,0,3211.0,2.0,265.0
14,0,32111.0,,443.0
14,0,32111.0,1.0,178.0
14,0,32111.0,2.0,265.0
14,0,321111.0,,
14,0,321111.0,99.0,
14,0,321112.0,,431.0
14,0,321112.0,1.0,166.0
14,0,321112.0,2.0,265.0
14,0,321113.0,,
14,0,321113.0,99.0,
14,0,3212.0,,432.0
14,0,3212.0,99.0,432.0
14,0,32121.0,,432.0
14,0,32121.0,99.0,432.0
14,0,321210.0,,432.0
14,0,321210.0,99.0,432.0
14,0,3219.0,,7480.0
14,0,3219.0,99.0,7480.0
14,0,32191.0,,4904.0
14,0,32191.0,99.0,4904.0
14,0,321910.0,,4904.0
14,0,321910.0,99.0,4904.0
14,0,32192.0,,1200.0
14,0,32192.0,99.0,1200.0
14,0,321920.0,,1200.0
14,0,321920.0,99.0,1200.0
14,0,32199.0,,1376.0
14,0,32199.0,99.0,1376.0
14,0,321991.0,,24.0
14,0,321991.0,1.0,24.0
14,0,321992.0,,319.0
14,0,321992.0,1.0,242.0
14,0,321992.0,2.0,77.0
14,0,321993.0,,115.0
14,0,321993.0,1.0,79.0
14,0,321993.0,2.0,36.0
14,0,321999.0,,918.0
14,0,321999.0,99.0,918.0
14,0,322.0,,11586.0
14,0,322.0,1.0,888.0
